id,parentId,name,city,position,image,data
133,113,Formulaire au comptoir (permis papier),Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, Courriel, Adresse, Adresse postale, Téléphone, Valeur des travaux, Date de demande du permis, Signature et initiales"
134,133,Classeurs et boîtes,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
135,134,Employés du service de l'urbanisme,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
136,134,Propriétaire foncier,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
137,134,Tiers avec procuration,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
138,111,Taxation,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, Adresse, Courriel, Tel, date d’inscription (Acquisition)"
139,138,Serveur Unicité (ACEO),Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
140,139,Serveur PG - Taxation,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
141,140,Administrateurs de la ville,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
142,140,Lynn et Robert,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
143,102,Approvisionnement,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,Données personnelles des fournisseurs
144,143,Serveur Unicité (ACEO),Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
145,144,Serveur PG - Approvisionnement,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
146,103,Abonnement à la bibliothèque,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, Numéro(s) de téléphone, Adresse, Adresse courriel, Date de naissance, Genre, Langue de préférence, Création d’un NIP, Témoins (cookies)"
147,146,Serveur de bciti,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
148,147,Serveur Sirsi Dynix,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
149,148,Employés de la bibliothèque,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
150,148,Emplyés de Sirsi Dynix,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
151,148,Employés de bciti,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
152,110,Affichage d'offre d'emploi et réception des CVs,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, Numéro(s) de téléphone, Adresse, Adresse courriel, Langue de préférence, Création d’un mot de passe, Témoins (cookies), CV, Diplômes, cartes de compétences (lorsque requis)"
153,152,Serveur de Workland,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
154,153,Employés des RH,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
155,153,Gestionnaires autorisés,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
156,109,Contraventions papiers et SECI,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, adresse complète, date de naissance, permis de conduire, données personnelles dans le rapport d’infraction, le cas échéant, données personnelles du témoin (adresse, nom, prénom, adresse)"
157,156,Serveur de Gescour - Cours municipale de Montréal,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
158,157,Serveur et BD de la ville,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
159,158,Capitaine de la patrouille ,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
160,158,Patrouilleurs,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
161,158,directeur de l'aménagement urbain,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
162,158,Greffe,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
163,158,Directeur général,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
164,108,Médailles de chien,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, adresse, téléphone"
165,164,Serveur d'unicité (ACEO),Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
166,165,Abi Alfredo Lynn Robert,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
167,165,Employés des TI,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
168,101,Formulaires web,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, adresse du domicile, adresse courriel, téléphone, témoins (Google Analytics)"
169,168,Serveur de Blanko,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
170,169,Administrateurs de la ville,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
171,169,Employés de blanko,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
172,169,Employés du greffe,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
173,169,Employés concernés,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
174,104,Notifications d'urgence,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, Prénom, Courriel, Adresse postale complète, 2e adresse le cas échéant, Tél."
175,174,Serveur de Code Red (USA),Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
176,175,Employés de Code Red,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
177,175,Chef de division des communications,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
178,175,Agente aux communications,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
179,109,Numéro d'urgence (Centrale DDO),Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, numéro de téléphone, # de permis de conduire pour permis stationnement, adresse, tout autre renseignement fourni par le demandeur"
180,179,Serveur et BD de la ville,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
181,180,Service de patrouille de DDO,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
182,101,Boîte vocale de la ville,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,Tout type d'Information personnelle pouvant être transmise par un tiers
183,182,Serveur et BD de la ville,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
184,183,Employés de la ville (concernés),Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
185,183,Ingénieurs de Zultys (avec autorisation),Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
186,101,Signature de documents municipaux,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Utilisateurs (employés): Nom, prénom, adresse courriel, téléphone - Signataires (résidents, élus): Nom, prénom, adresse courriel ou numéro de téléphone, langue de communication, signature personnalisée (optionnel)"
187,186,Serveur de Notarius,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
188,187,Serveur cloud à Montréal et Toronto,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
189,188,Administrateurs de la ville,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
190,188,Employés du système Notarius,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
191,110,Signature de documents des RH,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Utilisateurs (employés): Nom, prénom, adresse courriel, téléphone -Signataires: Nom, prénom, adresse courriel ou numéro de téléphone, langue de communication, signature personnalisée (optionnel)"
192,191,Serveur de Docusign,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
193,192,Employés des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
194,192,Directeur des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
195,104,Abonnement à l'infolettre - Nouvelles municipales,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Adresse courriel, Nom, Prénom, Langue de préférence, Témoins essentiels et liés à la performance et aux fonctionnalités"
196,194,Serveur de Mailchimp,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
197,195,Employés du greffe,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
198,195,Employés des communications,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
199,195,Employés de Mailchimp,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
200,101,Partage de fichiers,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Syged archives: nom, prénom (dossier employé), nom, prénom, adresse (certains litiges), adresses dans le cas de réclamations"
201,200,Serveur Syged,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
202,201,Serveur Sharepoint de Microsoft,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/key.png,
203,202,Employés de la ville,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
204,109,Caméra de surveilllance,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Présence physique (image vidéo), tout type d’information personnelle pouvant être transmise audio par un tiers"
205,204,Serveur et BD de la ville,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
206,205,Administrateurs de la ville,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
207,101,Google Form (n'est plus utilisé),Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Varie selon le formulaire: Nom, prénom, Adresse courriel, numéro de carte de bibliothèque, Numéro de téléphone, Parfois anonyme"
208,207,Serveur de Google,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
209,208,Employés de la ville (autorisés),Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
210,101,Microsoft Form,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Varie selon le formulaire: Nom, prénom, Adresse courriel, numéro de carte de bibliothèque, Numéro de téléphone, Parfois anonyme"
211,210,Serveur de Microsoft,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
212,211,Employés de la ville (autorisés),Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
213,105,Formulaires de la liste des personnes vulnérable,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, Sexe, Date de naissance, Adresse courriel, Adresse, Condition de logement (seul, air climatisé, foyer, animaux domestiques), Différentes limitations (mobilité, auditive, visuelle, physique, trouble de santé mentale, alzheimer/démence, intellectuelle, autisme), Aide technique, Coordonnées (nom prénom et numéro de téléphone) de 2 contacts d’urgence, Autorisation ou non de donner les renseignements au SIM, CIUSSS, police, Abonnement à infolettre ou CodeRED"
214,213,Serveur Sharepoint de Microsoft,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
215,214,Personnel de la référence (6 personnes),Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
216,214,Directeur général,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
217,214,Directrice des loisirs,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
218,214,Directeur de l'aménagement public/patrouille municipale,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
219,214,Chef de division biblio,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
220,214,Chef de section services au public,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
221,110,Beneva,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Adhésion assurances collectives: Nom , Date de naissance, adresse, nom des enfants, date de naissance des enfants, nom du conjoint, date de naissance du conjoint, niveau de protection, bénéficiaires, confirmation fréquentation scolaire pour enfants de 21 à 25 ans. Invalidité: Nom, DDN, numéro de certificat, informations médicales incluant diagnostic, traitement et limitations, dates absences, date suivi médicaux, nom du médecin"
222,221,Système de la paie,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
223,222,Employés des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
224,222,Directeur des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
225,110,Dialogue,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,Nom et adresse courriel de la Ville
226,225,Serveur de Dialogue,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
227,226,Employés des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
228,226,Directeur des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
229,226,Employés de Dialogue,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
230,110,Workleap (Officevibe ),Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, adresse courriel de la Ville, titre de poste, date d'embauche, service, sous-équipes, genre, DDN"
231,230,Serveur de Workleap,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
232,231,Employés des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
233,231,Directeur des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
234,231,Directeur général,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
235,231,Gestionnnaire d'équipe,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
236,231,Employés de Workleap,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
237,110,Workleap (Onboarding ),Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, adresse courriel de la Ville, titre de poste, date d'embauche, service, sous-équipes, informations liées aux tâches"
238,237,Serveur de Workleap,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
239,238,Employés des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
240,238,Directeur des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
241,238,Employés de la ville,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
242,238,Employés de Workleap,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
243,110,NovoSST,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Volet réclamation: Nom, DDN, titre de poste, salaire, dates d'embauche, information médicale requise des employés visés par une réclamation CNESST Plateforme de formation: nom et adresse courriel, adresse IP Application BE HEalthy: nom, adresse courriel, données sur l'Exercie"
244,243,Serveur de NovoSST,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
245,244,Employés des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
246,244,Directeur des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
247,244,Employés de NOVO,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
248,110,Ariel - plateforme régime de retraite,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, DDN, salaire, coordonnées- adresse, numéro de téléphone, titre d'emploi, date d'embauche, nombres d'années de service, salaire, nom du conjoint, DDN conjoint, état civil, bénéficiaires"
249,248,Serveur de Lifeworks,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
250,249,Employés des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
251,249,Directeur des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
252,249,Assitant-Trésorier,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
253,249,Trésorier,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
254,249,Chef de section,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
255,249,Comptabilité et paie,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
256,249,ACAPAS,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
257,249,Personnel de Lifeworks,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
258,110,Unicité Employés,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, DDN, NAS, genre, numéro d'employé. RAMQ (avons arrêté de le recueuillir) salaire, coordonnées- adresse, numéro de téléphone, titre d'emploi, date d'embauche, nombres d'années de service, salaire, nom du conjoint, DDN conjoint, état civil,information compte bancaire, banques de congés, dates d'absences et causes d'absence"
259,258,Serveur de Unicité,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
260,259,ACAPAS,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
261,260,Chef de section,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
262,260,Comptabilité et paie,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
263,260,Trésorier,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
264,260,Assitant-Trésorier,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
265,260,Agente approvisionnement,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
266,260,Conseiller RH,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
267,260,Stagiaire RH,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
268,260,DRH,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
269,110,MaPaie (PG),Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, DDN, NAS, genre, numéro d'employé. salaire, coordonnées- adresse, numéro de téléphone, titre d'emploi, date d'embauche, nombres d'années de service, salaire et autres détails de paie, nombre d'heures de travail, usage des banques de congés, état civil,information compte bancaire, banques de congés, dates d'absences et causes d'absence"
270,269,Serveur de PG,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
271,270,Employés des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
272,270,Directeur des ressources humaines,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
273,270,Employés de la ville,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
274,110,Dossiers RH,Beaconsfield,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom et prénom,Genre,NAS,DDN,Coordonnées (tel, courriel, adresse, contact en cas d'urgence),Diplômes (lorsque requis),Permis de conduire (lorsque requis),État civil,Résultats tests de langue,CV,Tests psychométrique lorsque application,Évaluations de performance,Mesures disciplinaires,Informaitons liées aux absences pour maladie et accidents de travail incluant information médicale (diagnostic, limitations, traitement),Inscriptions à des formations,Lettres d'embauches, nominations, mutations, de confirmaiton d'Emploi,Salaire,Formulaires d'adhésion (retraite, assurance collective),Plainte, griefs,Toute autre informaiton personnelle pertinente selon le dossier de l'employé"
275,274,Docusign,Beaconsfield,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
276,275,Directrice RH,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
277,275,Conseiller RH,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
278,275,Stagiaire RH,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
279,275,Les TI,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
280,275,Employés de Docusign,Beaconsfield,Accès,https://bcitigab.github.io/icons/key.png,
